Reach,1965,Mon-2016,Mon-2017,Mon-2018,Mon-2019,Mon-2020,Post-2016,Post-2017,Post-2018,Post-2019,Post-2020,Pre-2017,Pre-2018,Pre-2019,Pre-2020
1,2.38971778412,2.10532990271046,0.242705979352928,0.687374142407018,0.772243506501614,1.12987129412474,0.76736972630808,0.7584770807017199,0.814376631554343,1.07273773849652,1.1212880003041799,0.94989499917885,0.922143063953764,1.59040854348806,1.3819065290484
2,4.26442153845,1.377189201524,0.7319751948160801,0.599430599839636,0.433777804396226,0.839583037698959,1.19445129211974,2.42508919939787,1.9435065011045198,3.03388077660711,1.9572595257357601,2.4079291648851497,2.70597012882062,2.5306998718266502,1.36023937600556
3,12.501862060699999,5.13523627651422,2.2142881489094397,1.05380291431968,0.909816109447109,1.2750433149822502,0.96642882541048,1.6873322843154999,1.5544581634142,2.24668726510454,1.549986443324,2.60911047450503,2.0567154554242,1.66546869128794,2.94038758381796
4,12.7446095453,2.022489736385,0.50385437294041,0.609154751188132,0.459197885911662,0.9101473831473,0.40780478874326004,1.5396383806856802,0.738248161925674,1.52237385987131,1.1222893910443699,1.56943459584918,1.71204338016343,0.16339139373612,1.8541449730817798
5,9.54578074354,2.17898532938952,0.0,0.658460549829036,0.7794123185112101,0.8607034175537001,0.58429840352008,0.402095179604887,1.0496680698532599,2.4803890106473796,0.66612980532222,0.6530526736254929,0.43146482255700397,0.46748550513306997,2.4218882945103197
6,6.77354518944,2.88812834018063,0.0,0.37593939043204,1.14895027361781,1.36244870148195,0.806167406651089,0.579837179891479,2.06855434108448,3.87970935135368,1.2699563651852999,1.19839456685251,0.9168701135466529,1.32841203525122,1.45620554293639
7,3.5119141194699997,0.1481155379588,0.0,0.07291873591237,0.07771639503941699,0.8583268355265741,0.86990047199748,0.36068387939352603,0.8553890021221601,0.763757459805674,0.337418879895586,0.73620485844732,1.5679004730765,1.55069833202067,0.823800522389999
8,7.47283626923,0.23202708308057002,0.0,0.0,0.26505927940838303,0.35782773457774003,0.51124513141046,0.489571672066754,0.41165511502643,0.9705759084747619,0.27079066186251,1.38143663421759,1.7848275209656,0.0322851851549399,0.30067012418802896
9,1.789813316205,0.16273516812178998,0.0,0.0440361203860999,0.22085565572756902,0.551261121589021,0.6270130869631201,0.38137465538873,0.7573913800563999,0.5051315149998711,0.423116149123315,0.6756574886301,1.18657889541897,0.02264060420934,0.15841205517499998
