Area,File Name
2056.7154554242,Pre-2018-R3_TableToExcel.xls
1712.0433801634356,Pre-2018-R4_TableToExcel.xls
431.46482255700397,Pre-2018-R5_TableToExcel.xls
916.8701135466536,Pre-2018-R6_TableToExcel.xls
1567.900473076503,Pre-2018-R7_TableToExcel.xls
1784.8275209656051,Pre-2018-R8_TableToExcel.xls
1186.57889541897,Pre-2018-R9_TableToExcel.xls
1590.408543488061,Pre-2019-R1_TableToExcel.xls
2530.6998718266527,Pre-2019-R2_TableToExcel.xls
1665.4686912879492,Pre-2019-R3_TableToExcel.xls
163.39139373612,Pre-2019-R4_TableToExcel.xls
467.48550513307,Pre-2019-R5_TableToExcel.xls
1328.41203525122,Pre-2019-R6_TableToExcel.xls
1550.6983320206796,Pre-2019-R7_TableToExcel.xls
32.285185154939995,Pre-2019-R8_TableToExcel.xls
22.640604209339998,Pre-2019-R9_TableToExcel.xls
1381.9065290484,Pre-2020-R1_TableToExcel.xls
1360.23937600556,Pre-2020-R2_TableToExcel.xls
2940.38758381796,Pre-2020-R3_TableToExcel.xls
1854.14497308178,Pre-2020-R4_TableToExcel.xls
2421.8882945103246,Pre-2020-R5_TableToExcel.xls
1456.20554293639,Pre-2020-R6_TableToExcel.xls
823.80052239,Pre-2020-R7_TableToExcel.xls
300.67012418802994,Pre-2020-R8_TableToExcel.xls
158.41205517499998,Pre-2020-R9_TableToExcel.xls
949.89499917885,Pre_2017-R1_TableToExcel.xls
